id,code,name,class_div,danger_sec,group_env_onu,group_env_onu_disp_esp,qty_limit,qty_except,int_emb_env,int_emb_env_disp_esp,int_trasp,int_trasp_disp_esp,start_date
waybill_materiales_peligrosos_306,M0307,CARGAS EXPLOSIVAS PARA USOS CIVILES sin detonador (Producto o material explosivo),1.2D,,,,0,E0,P137,,,,2021-06-01
waybill_materiales_peligrosos_307,M0308,CARGAS EXPLOSIVAS PARA USOS CIVILES sin detonador (Producto o material explosivo),1.4D,,,,0,E0,P137,,,,2021-06-01
waybill_materiales_peligrosos_308,M0309,"CARGAS EXPLOSIVAS PARA USOS CIVILES, sin detonador (Producto o material explosivo)",1.4S,,,347,0,E0,P137,,,,2021-06-01
waybill_materiales_peligrosos_309,M0310,"VAINAS COMBUSTIBLES VACÍAS, SIN CEBO (Producto o material explosivo)",1.4C,,,,0,E0,P136,,,,2021-06-01
waybill_materiales_peligrosos_310,M0311,"VAINAS COMBUSTIBLES VACÍAS, SIN CEBO (Producto o material explosivo)",1.3C,,,,0,E0,P136,,,,2021-06-01
waybill_materiales_peligrosos_311,M0312,ÁCIDO 5-MERCAPTO- TETRAZOL-1-ACÉTICO (Producto o material explosivo),1.4C,,,,0,E0,P114 (b),,,,2021-06-01
waybill_materiales_peligrosos_312,M0313,"TORPEDOS DE COMBUSTIBLE LÍQUIDO, con o sin carga explosiva (Producto o material explosivo)",1.1J,,,,0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_313,M0314,"TORPEDOS DE COMBUSTIBLE LÍQUIDO, con cabeza inerte (Producto o material explosivo)",1.3J,,,,0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_314,M0315,TORPEDOS con carga explosiva (Producto o material explosivo),1.1D,,,,0,E0,"P130
LP101","PP67
L1",,,2021-06-01
waybill_materiales_peligrosos_315,M0316,"GRANADAS DE EJERCICIOS, de mano o de fusil (Producto o material explosivo)",1.4G,,,,0,E0,P141,,,,2021-06-01
waybill_materiales_peligrosos_316,M0317,COHETES LANZACABOS (Producto o material explosivo),1.4G,,,,0,E0,P130 LP101,,,,2021-06-01
waybill_materiales_peligrosos_317,M0318,INFLAMADORES (Producto o material explosivo),1.4S,,,,0,E0,P142,,,,2021-06-01
waybill_materiales_peligrosos_318,M0319,DETONADORES NO ELÉCTRICOS para voladuras (Producto o material explosivo),1.4S,,,347,0,E0,P131,PP68,,,2021-06-01
waybill_materiales_peligrosos_319,M0320,DETONADORES ELÉCTRICOS para voladuras (Producto o material explosivo),1.4S,,,347,0,E0,P131,,,,2021-06-01
waybill_materiales_peligrosos_320,M0321,CARGAS EXPLOSIVAS CON AGLUTINANTE PLÁSTICO,1.1D,,,,0,E0,P130 LP101,,,,2021-06-01
waybill_materiales_peligrosos_321,M0322,CARGAS EXPLOSIVAS CON AGLUTINANTE PLÁSTICO,1.2D,,,,0,E0,P130 LP101,,,,2021-06-01
waybill_materiales_peligrosos_322,M0323,CARGAS EXPLOSIVAS CON AGLUTINANTE PLÁSTICO,1.4D,,,,0,E0,P130 LP101,,,,2021-06-01
waybill_materiales_peligrosos_323,M0324,CARGAS EXPLOSIVAS CON AGLUTINANTE PLÁSTICO,1.4S,,,347,0,E0,P130 LP101,,,,2021-06-01
waybill_materiales_peligrosos_324,M0325,"COMPONENTES DE CADENAS DE EXPLOSIVOS, N.E.P. (Producto o material explosivo)",1.1B,,,178   274,0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_325,M0326,"OBJETOS EXPLOSIVOS, N.E.P.",1.1C,,,178   274,0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_326,M0327,"OBJETOS EXPLOSIVOS, N.E.P.",1.1D,,,178   274,0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_327,M0328,"OBJETOS EXPLOSIVOS, N.E.P.",1.1E,,,178   274,0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_328,M0329,"OBJETOS EXPLOSIVOS, N.E.P.",1.1 F,,,178   274,0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_329,M0330,"OBJETOS EXPLOSIVOS, N.E.P.",1.2C,,,178   274,0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_330,M0331,"OBJETOS EXPLOSIVOS, N.E.P.",1.2D,,,178   274,0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_331,M0332,"OBJETOS EXPLOSIVOS, N.E.P.",1.2E,,,178   274,0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_332,M0333,"OBJETOS EXPLOSIVOS, N.E.P.",1.2 F,,,178   274,0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_333,M0334,"OBJETOS EXPLOSIVOS, N.E.P.",1.3C,,,178   274,0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_334,M0335,"OBJETOS EXPLOSIVOS, N.E.P.",1.4E,,,178   274,0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_335,M0336,"OBJETOS EXPLOSIVOS, N.E.P.",1.4 F,,,178   274,0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_336,M0337,"SUSTANCIAS EXPLOSIVAS, N.E.P.",1.1A,,,178   274,0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_337,M0338,"SUSTANCIAS EXPLOSIVAS, N.E.P.",1.1C,,,178   274,0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_338,M0339,"SUSTANCIAS EXPLOSIVAS, N.E.P.",1.1D,,,178   274,0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_339,M0340,"SUSTANCIAS EXPLOSIVAS, N.E.P.",1.1G,,,178   274,0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_340,M0341,"SUSTANCIAS EXPLOSIVAS, N.E.P.",1.3C,,,"178
274",0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_341,M0342,"SUSTANCIAS EXPLOSIVAS, N.E.P.",1.3G,,,"178
274",0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_342,M0343,"SUSTANCIAS EXPLOSIVAS, N.E.P.",1.4C,,,"178
274",0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_343,M0344,"SUSTANCIAS EXPLOSIVAS, N.E.P.",1.4D,,,"178
274",0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_344,M0345,"SUSTANCIAS EXPLOSIVAS, N.E.P.",1.4S,,,"178
274
347",0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_345,M0346,"SUSTANCIAS EXPLOSIVAS MUY INSENSIBLES (SUSTANCIAS EMI), N.E.P. (Producto o material explosivo)",1.5D,,,"178
274",0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_346,M0347,CICLOTRIMETILEN- TRINITRAMINA (CICLONITA; HEXÓGENO; RDX) DESENSIBILIZADA,1.1D,,,,0,E0,"P112 (b)
P112 (c)",,,,2021-06-01
waybill_materiales_peligrosos_347,M0348,CICLOTETRAMETILEN- TETRANITRAMINA (OCTÓGENO; HMX) DESENSIBILIZADA,1.1D,,,,0,E0,"P112 (b)
P112 (c)",,,,2021-06-01
waybill_materiales_peligrosos_348,M0349,"SUSTANCIAS EXPLOSIVAS, N.E.P.",1.4G,,,"178
274",0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_349,M0350,OBJETOS EXPLOSIVOS EXTREMADAMENTE INSENSIBLES (OBJETOS EEI) (Producto o material explosivo),1.6N,,,,0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_350,M0351,SEÑALES FUMÍGENAS (Producto o material explosivo),1.3G,,,,0,E0,P135,,,,2021-06-01
waybill_materiales_peligrosos_351,M0352,MUNICIONES DE EJERCICIOS (Producto o material explosivo),1.3G,,,,0,E0,"P130
LP101","PP67
L1",,,2021-06-01
waybill_materiales_peligrosos_352,M0353,DINITROGLICOLURILO (DINGU) (Producto o material explosivo),1.1D,,,,0,E0,"P112 (b)
P112 (c)",,,,2021-06-01
waybill_materiales_peligrosos_353,M0354,NITROTRIAZOLONA (NTO) (Producto o material explosivo),1.1D,,,,0,E0,"P112 (b)
P112 (c)",,,,2021-06-01
waybill_materiales_peligrosos_354,M0355,CARGAS PROPULSORAS (Producto o material explosivo),1.4C,,,,0,E0,P143,PP76,,,2021-06-01
waybill_materiales_peligrosos_355,M0356,"PETARDOS DE SEÑALES PARA FERROCARRILES, EXPLOSIVOS (Producto o material explosivo)",1.3G,,,,0,E0,P135,,,,2021-06-01
waybill_materiales_peligrosos_356,M0357,"PETARDOS DE SEÑALES PARA FERROCARRILES, EXPLOSIVOS (Producto o material explosivo)",1.4G,,,,0,E0,P135,,,,2021-06-01
waybill_materiales_peligrosos_357,M0358,"DISPOSITIVOS PORTADORES DE CARGAS HUECAS, CARGADOS, para perforación de pozos de petróleo, sin detonador (Producto o material explosivo)",1.4D,,,,0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_358,M0359,PROPULSANTE LÍQUIDO (Producto o material explosivo),1.3C,,,224,0,E0,P115,"PP53
PP54
PP57
PP58",,,2021-06-01
waybill_materiales_peligrosos_359,M0360,OCTONAL,1.1D,,,,0,E0,"P112 (b)
P112 (c)",,,,2021-06-01
waybill_materiales_peligrosos_360,M0361,PROPULSANTE LÍQUIDO (Producto o material explosivo),1.1C,,,224,0,E0,P115,"PP53
PP54
PP57
PP58",,,2021-06-01
waybill_materiales_peligrosos_361,M0362,PROPULSANTE SÓLIDO (Producto o material explosivo),1.1C,,,,0,E0,P114 (b),,,,2021-06-01
waybill_materiales_peligrosos_362,M0363,PROPULSANTE SÓLIDO (Producto o material explosivo),1.3C,,,,0,E0,P114 (b),,,,2021-06-01
waybill_materiales_peligrosos_363,M0364,"CONJUNTOS DE DETONADORES, NO ELÉCTRICOS para voladuras (Producto o material explosivo)",1.4S,,,347,0,E0,P131,,,,2021-06-01
waybill_materiales_peligrosos_364,M0365,PROPULSANTE SÓLIDO (Producto o material explosivo),1.4C,,,,0,E0,P114 (b),,,,2021-06-01
waybill_materiales_peligrosos_365,M0366,COHETES con cabeza inerte (Producto o material explosivo),1.2C,,,,0,E0,"P130
LP101","PP67
L1",,,2021-06-01
waybill_materiales_peligrosos_366,M0367,DISPOSITIVOS DE SEGURIDAD PIROTÉCNICOS (Producto o material explosivo),1.4G,,,"235
289",0,E0,P135,,,,2021-06-01
waybill_materiales_peligrosos_367,M0368,1H-TETRAZOL,1.1D,,,,0,E0,P112 (c),PP48,,,2021-06-01
waybill_materiales_peligrosos_368,M0369,SEÑALES DE SOCORRO para barcos  (Producto o material explosivo),1.4G,,,,0,E0,P135,,,,2021-06-01
waybill_materiales_peligrosos_369,M0370,SEÑALES DE SOCORRO para barcos  (Producto o material explosivo),1.4S,,,,0,E0,P135,,,,2021-06-01
waybill_materiales_peligrosos_370,M0371,SEÑALES FUMÍGENAS (Producto o material explosivo),1.4S,,,,0,E0,P135,,,,2021-06-01
waybill_materiales_peligrosos_371,M0372,"1-HIDROXIBENZOTRIAZOL, ANHIDRO, seco o humedecido con menos del 20 %, en masa, de agua",1.3C,,,,0,E0,P114 (b),"PP48
PP50",,,2021-06-01
waybill_materiales_peligrosos_372,M0373,PÓLVORA SIN HUMO (Producto o material explosivo),1.4C,,,,0,E0,P114 (b),PP48,,,2021-06-01
waybill_materiales_peligrosos_373,M0374,MOTORES DE COHETE (Producto o material explosivo),1.4C,,,,0,E0,"P130
LP101","PP67
L1",,,2021-06-01
waybill_materiales_peligrosos_374,M0375,"DETONADORES,
ELECTRÓNICOS programables para voladuras (Producto o material explosivo)",1.1B,,,,0,E0,P131,,,,2021-06-01
waybill_materiales_peligrosos_375,M0376,"DETONADORES,
ELECTRÓNICOS programables para voladuras (Producto o material explosivo)",1.4B,,,,0,E0,P131,,,,2021-06-01
waybill_materiales_peligrosos_376,M0377,"DETONADORES,
ELECTRÓNICOS programables para voladuras (Producto o material explosivo)",1.4S,,,347,0,E0,P131,,,,2021-06-01
waybill_materiales_peligrosos_377,M0378,ACETILENO DISUELTO,2.1,,,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_378,M0379,AIRE COMPRIMIDO,2.2,,,392,120 ml,E1,P200,,,,2021-06-01
waybill_materiales_peligrosos_379,M0380,AIRE LÍQUIDO REFRIGERADO,2.2,5.1,,,0,E0,P203,,T75,"TP5
TP22",2021-06-01
waybill_materiales_peligrosos_380,M0381,"AMONIACO, ANHIDRO",2.3,8,,"23
379",0,E0,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_381,M0382,ARGÓN COMPRIMIDO,2.2,,,"378
392",120 ml,E1,P200,,,,2021-06-01
waybill_materiales_peligrosos_382,M0383,TRIFLUORURO DE BORO,2.3,8,,373,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_383,M0384,BROMOTRIFLUORO-METANO (GAS REFRIGERANTE R13B1),2.2,,,,120 ml,E1,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_384,M0385,"BUTADIENOS ESTABILIZADOS
oMEZCLA ESTABILIZADA DE BUTADIENOS E HIDROCARBUROS, que contienen más del 40 % de butadienos",2.1,,,386,0,E0,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_385,M0386,BUTANO,2.1,,,392,0,E0,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_386,M0387,BUTILENO,2.1,,,,0,E0,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_387,M0388,DIÓXIDO DE CARBONO,2.2,,,"378
392",120 ml,E1,P200,,,,2021-06-01
waybill_materiales_peligrosos_388,M0389,MONÓXIDO DE CARBONO COMPRIMIDO,2.3,2.1,,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_389,M0390,CLORO,2.3,"5.1
8",,0,E0,P200,,,T50,TP19,2021-06-01
waybill_materiales_peligrosos_390,M0391,CLORODIFLUOROMETANO (GAS REFRIGERANTE R 22),2.2,,,,120 ml,E1,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_391,M0392,CLOROPENTAFLUORO-ETANO (GAS REFRIGERANTE R 115),2.2,,,,120 ml,E1,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_392,M0393,"1-CLORO-1,2,2,2-
TETRAFLUOROETANO
(GAS REFRIGERANTE R 124)",2.2,,,,120 ml,E1,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_393,M0394,CLOROTRIFLUOROMETANO (GAS REFRIGERANTE R 13),2.2,,,,120 ml,E1,P200,,,,2021-06-01
waybill_materiales_peligrosos_394,M0395,GAS DE HULLA COMPRIMIDO,2.3,2.1,,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_395,M0396,CIANÓGENO,2.3,2.1,,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_396,M0397,CICLOPROPANO,2.1,,,,0,E0,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_397,M0398,DICLORODIFLUORO-METANO (GAS REFRIGERANTE R 12),2.2,,,,120 ml,E1,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_398,M0399,DICLOROFLUOROMETANO (GAS REFRIGERANTE R 21),2.2,,,,120 ml,E1,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_399,M0400,"1,1-DIFLUOROETANO
(GAS REFRIGERANTE R 152a)",2.1,,,,0,E0,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_400,M0401,DIMETILAMINA ANHIDRA,2.1,,,,0,E0,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_401,M0402,DIMETIL ÉTER (ÉTER DIMETÍLICO),2.1,,,,0,E0,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_402,M0403,ETANO,2.1,,,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_403,M0404,ETILAMINA,2.1,,,,0,E0,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_404,M0405,CLORURO DE ETILO,2.1,,,,0,E0,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_405,M0406,ETILENO LÍQUIDO REFRIGERADO,2.1,,,,0,E0,P203,,T75,TP5,2021-06-01
waybill_materiales_peligrosos_406,M0407,ÉTER METILETÍLICO,2.1,,,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_407,M0408,ÓXIDO DE ETILENO u ÓXIDO DE ETILENO CON NITRÓGENO hasta una presión total de 1 MPa (10 bar) a 50 °C,2.3,2.1,,342,0,E0,P200,,T50,TP20,2021-06-01
waybill_materiales_peligrosos_408,M0409,"ÓXIDO DE ETILENO Y DIÓXIDO DE CARBONO, MEZCLA DE, con más del 9 % pero no más del 87 % de óxido de etileno",2.1,,,,0,E0,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_409,M0410,ABONO EN SOLUCIÓN AMONIACAL que contiene amoniaco libre,2.2,,,,120 ml,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_410,M0411,EXTINTORES DE INCENDIOS que contienen gases comprimidos o licuados,2.2,,,225,120 ml,E0,P003,PP91,,,2021-06-01
waybill_materiales_peligrosos_411,M0412,FLÚOR COMPRIMIDO,2.3,"5.1
8",,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_412,M0413,HELIO COMPRIMIDO,2.2,,,"378
392",120 ml,E1,P200,,,,2021-06-01
waybill_materiales_peligrosos_413,M0414,BROMURO DE HIDRÓGENO ANHIDRO,2.3,8,,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_414,M0415,HIDRÓGENO COMPRIMIDO,2.1,,,392,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_415,M0416,CLORURO DE HIDRÓGENO ANHIDRO,2.3,8,,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_416,M0417,CIANURO DE HIDRÓGENO ESTABILIZADO con menos del 3 % de agua,6.1,3,I,386,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_417,M0418,FLUORURO DE HIDRÓGENO ANHIDRO,8,6.1,I,,0,E0,P200,,T10,TP2,2021-06-01
waybill_materiales_peligrosos_418,M0419,SULFURO DE HIDRÓGENO,2.3,2.1,,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_419,M0420,ISOBUTILENO,2.1,,,,0,E0,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_420,M0421,CRIPTÓN COMPRIMIDO,2.2,,,"378
392",120 ml,E1,P200,,,,2021-06-01
waybill_materiales_peligrosos_421,M0422,ENCENDEDORES o RECARGAS DE ENCENDEDORES que contienen gas inflamable,2.1,,,201,0,E0,P002,PP84,,,2021-06-01
waybill_materiales_peligrosos_422,M0423,"MEZCLAS DE GASES LICUADOS no inflamables con nitrógeno, dióxido de carbono o aire",2.2,,,392,120 ml,E1,P200,,,,2021-06-01
waybill_materiales_peligrosos_423,M0424,"METILACETILENO Y PROPADIENO, MEZCLA ESTABILIZADA DE",2.1,,,386,0,E0,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_424,M0425,METILAMINA ANHIDRA,2.1,,,,0,E0,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_425,M0426,BROMURO DE METILO con un máximo del 2 % de cloropicrina,2.3,,,23,0,E0,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_426,M0427,CLORURO DE METILO (GAS REFRIGERANTE R 40),2.1,,,,0,E0,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_427,M0428,METILMERCAPTANO,2.3,2.1,,,0,E0,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_428,M0429,NEÓN COMPRIMIDO,2.2,,,"378
392",120 ml,E1,P200,,,,2021-06-01
waybill_materiales_peligrosos_429,M0430,NITRÓGENO COMPRIMIDO,2.2,,,"378
392",120 ml,E1,P200,,,,2021-06-01
waybill_materiales_peligrosos_430,M0431,TETRÓXIDO DE DINITRÓGENO (DIÓXIDO DE NITRÓGENO),2.3,"5.1
8",,0,E0,P200,,,T50,TP21,2021-06-01
waybill_materiales_peligrosos_431,M0432,CLORURO DE NITROSILO,2.3,8,,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_432,M0433,ÓXIDO NITROSO,2.2,5.1,,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_433,M0434,GAS DE PETRÓLEO COMPRIMIDO,2.3,2.1,,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_434,M0435,OXÍGENO COMPRIMIDO,2.2,5.1,,355,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_435,M0436,OXÍGENO LÍQUIDO REFRIGERADO,2.2,5.1,,,0,E0,P203,,T75,"TP5
TP22",2021-06-01
waybill_materiales_peligrosos_436,M0437,"GASES DE PETRÓLEO, LICUADOS",2.1,,,392,0,E0,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_437,M0438,FOSGENO,2.3,8,,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_438,M0439,PROPILENO,2.1,,,,0,E0,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_439,M0440,"GAS REFRIGERANTE, N.E.P.",2.2,,,274,120 ml,E1,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_440,M0441,DIÓXIDO DE AZUFRE,2.3,8,,,0,E0,P200,,T50,TP19,2021-06-01
waybill_materiales_peligrosos_441,M0442,HEXAFLUORURO DE AZUFRE,2.2,,,392,120 ml,E1,P200,,,,2021-06-01
waybill_materiales_peligrosos_442,M0443,TETRAFLUOROETILENO ESTABILIZADO,2.1,,,386,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_443,M0444,TRIFLUOROCLOROETILENO ESTABILIZADO (GAS REFRIGERANTE R 1113),2.3,2.1,,386,0,E0,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_444,M0445,TRIMETILAMINA ANHIDRA,2.1,,,,0,E0,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_445,M0446,BROMURO DE VINILO ESTABILIZADO,2.1,,,386,0,E0,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_446,M0447,CLORURO DE VINILO ESTABILIZADO,2.1,,,386,0,E0,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_447,M0448,VINIL METIL ÉTER ESTABILIZADO,2.1,,,386,0,E0,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_448,M0449,ACETAL,3,,II,,1 L,E2,"P001
IBC02",,T4,TP1,2021-06-01
waybill_materiales_peligrosos_449,M0450,ACETALDEHÍDO,3,,I,,0,E0,P001,,T11,"TP2
TP7",2021-06-01
waybill_materiales_peligrosos_450,M0451,ACETONA,3,,II,,1 L,E2,"P001
IBC02",,T4,TP1,2021-06-01
waybill_materiales_peligrosos_451,M0452,ACEITES DE ACETONA,3,,II,,1 L,E2,"P001
IBC02",,T4,"TP1
TP8",2021-06-01
waybill_materiales_peligrosos_452,M0453,ACROLEÍNA ESTABILIZADA,6.1,3,I,"354
386",0,E0,P601,,T22,"TP2
TP7
TP13",2021-06-01
waybill_materiales_peligrosos_453,M0454,ACRILONITRILO ESTABILIZADO,3,6.1,I,386,0,E0,P001,,T14,"TP2
TP13",2021-06-01
waybill_materiales_peligrosos_454,M0455,ALCOHOL ALÍLICO,6.1,3,I,354,0,E0,P602,,T20,"TP2
TP13",2021-06-01
waybill_materiales_peligrosos_455,M0456,BROMURO DE ALILO,3,6.1,I,,0,E0,P001,,T14,"TP2
TP13",2021-06-01
waybill_materiales_peligrosos_456,M0457,CLORURO DE ALILO,3,6.1,I,,0,E0,P001,,T14,"TP2
TP13",2021-06-01
waybill_materiales_peligrosos_457,M0458,ACETATOS DE AMILO,3,,III,,5 L,E1,"P001
IBC03
LP01",,T2,TP1,2021-06-01
waybill_materiales_peligrosos_458,M0459,PENTANOLES,3,,II,,1 L,E2,"P001
IBC02",,T4,"TP1
TP29",2021-06-01
waybill_materiales_peligrosos_459,M0460,AMILAMINA,3,8,II,,1 L,E2,"P001
IBC02",,T7,TP1,2021-06-01
waybill_materiales_peligrosos_460,M0461,CLORURO DE AMILO,3,,II,,1 L,E2,"P001
IBC02",,T4,TP1,2021-06-01
waybill_materiales_peligrosos_461,M0462,1-PENTENO (n-AMILENO),3,,I,,0,E3,P001,,T11,TP2,2021-06-01
waybill_materiales_peligrosos_462,M0463,FORMIATOS DE AMILO,3,,III,,5 L,E1,"P001
IBC03
LP01",,T2,TP1,2021-06-01
waybill_materiales_peligrosos_463,M0464,n-AMILMETILCETONA,3,,III,,5 L,E1,"P001
IBC03
LP01",,T2,TP1,2021-06-01
waybill_materiales_peligrosos_464,M0465,AMILMERCAPTANO,3,,II,,1 L,E2,"P001
IBC02",,T4,TP1,2021-06-01
waybill_materiales_peligrosos_465,M0466,NITRATO DE AMILO,3,,III,,5 L,E1,"P001
IBC03
LP01",,T2,TP1,2021-06-01
waybill_materiales_peligrosos_466,M0467,NITRITO DE AMILO,3,,II,,1 L,E2,"P001
IBC02",,T4,TP1,2021-06-01
waybill_materiales_peligrosos_467,M0468,BENCENO,3,,II,,1 L,E2,"P001
IBC02",,T4,TP1,2021-06-01
waybill_materiales_peligrosos_468,M0469,BUTANOLES,3,,II,,1 L,E2,"P001
IBC02",,T4,"TP1
TP29",2021-06-01
waybill_materiales_peligrosos_469,M0470,ACETATOS DE BUTILO,3,,II,,1 L,E2,"P001
IBC02",,T4,TP1,2021-06-01
waybill_materiales_peligrosos_470,M0471,n-BUTILAMINA,3,8,II,,1 L,E2,"P001
IBC02",,T7,TP1,2021-06-01
waybill_materiales_peligrosos_471,M0472,1-BROMOBUTANO,3,,II,,1 L,E2,"P001
IBC02",,T4,TP1,2021-06-01
waybill_materiales_peligrosos_472,M0473,CLOROBUTANOS,3,,II,,1 L,E2,"P001
IBC02",,T4,TP1,2021-06-01
waybill_materiales_peligrosos_473,M0474,FORMIATO DE n-BUTILO,3,,II,,1 L,E2,"P001
IBC02",,T4,TP1,2021-06-01
waybill_materiales_peligrosos_474,M0475,BUTIRALDEHÍDO,3,,II,,1 L,E2,"P001
IBC02",,T4,TP1,2021-06-01
waybill_materiales_peligrosos_475,M0476,ACEITE DE ALCANFOR,3,,III,,5 L,E1,"P001
IBC03
LP01",,T2,TP1,2021-06-01
waybill_materiales_peligrosos_476,M0477,DISULFURO DE CARBONO,3,6.1,I,,0,E0,P001,PP31,T14,"TP2
TP7
TP13",2021-06-01
waybill_materiales_peligrosos_477,M0478,ADHESIVOS que contienen líquidos inflamables,3,,I,,500 ml,E3,P001,,T11,"TP1
TP8
TP27",2021-06-01
waybill_materiales_peligrosos_478,M0479,CLOROBENCENO,3,,III,,5 L,E1,"P001
IBC03
LP01",,T2,TP1,2021-06-01
waybill_materiales_peligrosos_479,M0480,ETILENCLORHIDRINA,6.1,3,I,354,0,E0,P602,,T20,"TP2
TP13",2021-06-01
waybill_materiales_peligrosos_480,M0481,"DESTILADOS DE ALQUITRÁN DE HULLA, INFLAMABLES",3,,II,,1 L,E2,"P001
IBC02",,T4,TP1,2021-06-01
waybill_materiales_peligrosos_481,M0482,"SOLUCIONES PARA
REVESTIMIENTOS (comprende los tratamientos de superficie o los revestimientos utilizados con fines industriales o de otra índole como revestimiento de bajos de vehículos, de bidones o de toneles)",3,,I,,500 ml,E3,P001,,T11,"TP1
TP8
TP27",2021-06-01
waybill_materiales_peligrosos_482,M0483,CROTONALDEHÍDO o CROTONALDEHÍDO ESTABILIZADO,6.1,3,I,"324
354
386",0,E0,P602,,T20,"TP2
TP13",2021-06-01
waybill_materiales_peligrosos_483,M0484,CROTONILENO,3,,I,,0,E3,P001,,T11,TP2,2021-06-01
waybill_materiales_peligrosos_484,M0485,CICLOHEXANO,3,,II,,1 L,E2,"P001
IBC02",,T4,TP1,2021-06-01
waybill_materiales_peligrosos_485,M0486,CICLOPENTANO,3,,II,,1 L,E2,"P001
IBC02",,T7,TP1,2021-06-01
